x_m,y_m,r_m,phi_deg,E_diam_given_detectable_m,E_diam_mixed_mm,p_detectable,cov_weight,Dmin_m,Dmax_m,E_diam_err_given_detectable_m,E_diam_err_mixed_m,cov_err,n_ok,usable,near_axis_unusable_band
-140.0,-1760.0,1765.5594,265.452,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-120.0,-1760.0,1764.0862,266.0995,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-100.0,-1760.0,1762.8386,266.7481,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-80.0,-1760.0,1761.8172,267.3974,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-60.0,-1760.0,1761.0224,268.0475,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-40.0,-1760.0,1760.4545,268.698,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-20.0,-1760.0,1760.1136,269.3489,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
0.0,-1760.0,1760.0,270.0,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
20.0,-1760.0,1760.1136,270.6511,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
40.0,-1760.0,1760.4545,271.302,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
60.0,-1760.0,1761.0224,271.9525,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
80.0,-1760.0,1761.8172,272.6026,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
100.0,-1760.0,1762.8386,273.2519,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
120.0,-1760.0,1764.0862,273.9005,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
140.0,-1760.0,1765.5594,274.548,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
160.0,-1760.0,1767.2578,275.1944,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
180.0,-1760.0,1769.1806,275.8395,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
200.0,-1760.0,1771.3272,276.4831,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
220.0,-1760.0,1773.6967,277.125,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
240.0,-1760.0,1776.2883,277.7652,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
260.0,-1760.0,1779.1009,278.4034,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
280.0,-1760.0,1782.1336,279.0395,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
300.0,-1760.0,1785.3851,279.6734,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
320.0,-1760.0,1788.8544,280.3048,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
340.0,-1760.0,1792.5401,280.9338,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
360.0,-1760.0,1796.4409,281.5601,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-460.0,-1740.0,1799.7778,255.1916,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-440.0,-1740.0,1794.7702,255.8089,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-420.0,-1740.0,1789.9721,256.4296,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-400.0,-1740.0,1785.3851,257.0535,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-380.0,-1740.0,1781.0109,257.6806,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-360.0,-1740.0,1776.8511,258.3106,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-340.0,-1740.0,1772.9072,258.9436,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-320.0,-1740.0,1769.1806,259.5793,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-300.0,-1740.0,1765.6727,260.2176,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-280.0,-1740.0,1762.3847,260.8584,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-260.0,-1740.0,1759.318,261.5014,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-240.0,-1740.0,1756.4737,262.1467,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-220.0,-1740.0,1753.8529,262.7939,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-200.0,-1740.0,1751.4565,263.4431,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-180.0,-1740.0,1749.2856,264.0939,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-160.0,-1740.0,1747.3408,264.7462,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-140.0,-1740.0,1745.6231,265.3999,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-120.0,-1740.0,1744.133,266.0548,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-100.0,-1740.0,1742.8712,266.7108,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-80.0,-1740.0,1741.8381,267.3676,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-60.0,-1740.0,1741.0342,268.0251,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-40.0,-1740.0,1740.4597,268.6831,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-20.0,-1740.0,1740.1149,269.3415,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
0.0,-1740.0,1740.0,270.0,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
20.0,-1740.0,1740.1149,270.6585,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
40.0,-1740.0,1740.4597,271.3169,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
60.0,-1740.0,1741.0342,271.9749,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
80.0,-1740.0,1741.8381,272.6324,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
100.0,-1740.0,1742.8712,273.2892,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
120.0,-1740.0,1744.133,273.9452,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
140.0,-1740.0,1745.6231,274.6001,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
160.0,-1740.0,1747.3408,275.2538,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
180.0,-1740.0,1749.2856,275.9061,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
200.0,-1740.0,1751.4565,276.5569,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
220.0,-1740.0,1753.8529,277.2061,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
240.0,-1740.0,1756.4737,277.8533,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
260.0,-1740.0,1759.318,278.4986,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
280.0,-1740.0,1762.3847,279.1416,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
300.0,-1740.0,1765.6727,279.7824,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
320.0,-1740.0,1769.1806,280.4207,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
340.0,-1740.0,1772.9072,281.0564,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
360.0,-1740.0,1776.8511,281.6894,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
380.0,-1740.0,1781.0109,282.3194,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
400.0,-1740.0,1785.3851,282.9465,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
420.0,-1740.0,1789.9721,283.5704,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
440.0,-1740.0,1794.7702,284.1911,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
460.0,-1740.0,1799.7778,284.8084,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-520.0,-1720.0,1796.8862,253.1786,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-500.0,-1720.0,1791.2007,253.791,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-480.0,-1720.0,1785.7211,254.4072,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-460.0,-1720.0,1780.4494,255.0271,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-440.0,-1720.0,1775.3873,255.6507,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-420.0,-1720.0,1770.5366,256.2777,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-400.0,-1720.0,1765.8992,256.9081,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-380.0,-1720.0,1761.4767,257.5418,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-360.0,-1720.0,1757.2706,258.1785,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-340.0,-1720.0,1753.2826,258.8182,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-320.0,-1720.0,1749.5142,259.4608,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-300.0,-1720.0,1745.9668,260.1061,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-280.0,-1720.0,1742.6417,260.7539,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-260.0,-1720.0,1739.5402,261.4041,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-240.0,-1720.0,1736.6635,262.0565,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-220.0,-1720.0,1734.0127,262.711,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-200.0,-1720.0,1731.5889,263.3675,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-180.0,-1720.0,1729.393,264.0257,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-160.0,-1720.0,1727.4258,264.6855,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-140.0,-1720.0,1725.6883,265.3466,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-120.0,-1720.0,1724.181,266.0091,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-100.0,-1720.0,1722.9045,266.6726,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-80.0,-1720.0,1721.8595,267.337,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-60.0,-1720.0,1721.0462,268.0021,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-40.0,-1720.0,1720.4651,268.6678,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-20.0,-1720.0,1720.1163,269.3338,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
0.0,-1720.0,1720.0,270.0,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
20.0,-1720.0,1720.1163,270.6662,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
40.0,-1720.0,1720.4651,271.3322,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
60.0,-1720.0,1721.0462,271.9979,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
80.0,-1720.0,1721.8595,272.663,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
100.0,-1720.0,1722.9045,273.3274,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
120.0,-1720.0,1724.181,273.9909,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
140.0,-1720.0,1725.6883,274.6534,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
160.0,-1720.0,1727.4258,275.3145,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
180.0,-1720.0,1729.393,275.9743,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
200.0,-1720.0,1731.5889,276.6325,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
220.0,-1720.0,1734.0127,277.289,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
240.0,-1720.0,1736.6635,277.9435,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
260.0,-1720.0,1739.5402,278.5959,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
280.0,-1720.0,1742.6417,279.2461,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
300.0,-1720.0,1745.9668,279.8939,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
320.0,-1720.0,1749.5142,280.5392,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
340.0,-1720.0,1753.2826,281.1818,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
360.0,-1720.0,1757.2706,281.8215,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
380.0,-1720.0,1761.4767,282.4582,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
400.0,-1720.0,1765.8992,283.0919,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
420.0,-1720.0,1770.5366,283.7223,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
440.0,-1720.0,1775.3873,284.3493,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
460.0,-1720.0,1780.4494,284.9729,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
480.0,-1720.0,1785.7211,285.5928,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
500.0,-1720.0,1791.2007,286.209,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
520.0,-1720.0,1796.8862,286.8214,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-580.0,-1700.0,1796.2182,251.1616,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-560.0,-1700.0,1789.8603,251.7675,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-540.0,-1700.0,1783.704,252.3777,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-520.0,-1700.0,1777.7514,252.9921,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-500.0,-1700.0,1772.0045,253.6105,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-480.0,-1700.0,1766.4654,254.2328,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-460.0,-1700.0,1761.136,254.859,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-440.0,-1700.0,1756.0182,255.4889,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-420.0,-1700.0,1751.1139,256.1225,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-400.0,-1700.0,1746.4249,256.7595,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-380.0,-1700.0,1741.9529,257.3998,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-360.0,-1700.0,1737.6996,258.0434,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-340.0,-1700.0,1733.6666,258.6901,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-320.0,-1700.0,1729.8555,259.3397,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-300.0,-1700.0,1726.2677,259.992,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-280.0,-1700.0,1722.9045,260.647,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-260.0,-1700.0,1719.7674,261.3045,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-240.0,-1700.0,1716.8576,261.9643,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-220.0,-1700.0,1714.1762,262.6262,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-200.0,-1700.0,1711.7243,263.2902,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-180.0,-1700.0,1709.5029,263.9559,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-160.0,-1700.0,1707.5128,264.6233,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-140.0,-1700.0,1705.755,265.2921,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-120.0,-1700.0,1704.23,265.9623,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-100.0,-1700.0,1702.9386,266.6335,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-80.0,-1700.0,1701.8813,267.3057,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-60.0,-1700.0,1701.0585,267.9786,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-40.0,-1700.0,1700.4705,268.6521,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-20.0,-1700.0,1700.1176,269.326,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
0.0,-1700.0,1700.0,270.0,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
20.0,-1700.0,1700.1176,270.674,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
40.0,-1700.0,1700.4705,271.3479,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
60.0,-1700.0,1701.0585,272.0214,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
80.0,-1700.0,1701.8813,272.6943,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
100.0,-1700.0,1702.9386,273.3665,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
120.0,-1700.0,1704.23,274.0377,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
140.0,-1700.0,1705.755,274.7079,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
160.0,-1700.0,1707.5128,275.3767,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
180.0,-1700.0,1709.5029,276.0441,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
200.0,-1700.0,1711.7243,276.7098,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
220.0,-1700.0,1714.1762,277.3738,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
240.0,-1700.0,1716.8576,278.0357,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
260.0,-1700.0,1719.7674,278.6955,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
280.0,-1700.0,1722.9045,279.353,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
300.0,-1700.0,1726.2677,280.008,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
320.0,-1700.0,1729.8555,280.6603,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
340.0,-1700.0,1733.6666,281.3099,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
360.0,-1700.0,1737.6996,281.9566,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
380.0,-1700.0,1741.9529,282.6002,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
400.0,-1700.0,1746.4249,283.2405,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
420.0,-1700.0,1751.1139,283.8775,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
440.0,-1700.0,1756.0182,284.5111,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
460.0,-1700.0,1761.136,285.141,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
480.0,-1700.0,1766.4654,285.7672,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
500.0,-1700.0,1772.0045,286.3895,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
520.0,-1700.0,1777.7514,287.0079,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
540.0,-1700.0,1783.704,287.6223,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
560.0,-1700.0,1789.8603,288.2325,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
580.0,-1700.0,1796.2182,288.8384,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-640.0,-1680.0,1797.7764,249.1455,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-620.0,-1680.0,1790.754,249.7435,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-600.0,-1680.0,1783.9282,250.3462,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-580.0,-1680.0,1777.3013,250.9534,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-560.0,-1680.0,1770.8755,251.5651,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-540.0,-1680.0,1764.6529,252.1811,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-520.0,-1680.0,1758.6358,252.8015,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-500.0,-1680.0,1752.8263,253.426,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
