"a","b","d_m"
-35,-1770,101.0875233475906
-20,-1770,100.34982136718567
-5,-1770,99.62119865609222
10,-1770,98.90165091060591
25,-1770,98.19117506804554
40,-1770,97.489772258229
55,-1770,96.7974484281018
70,-1770,96.11421434034656
85,-1770,95.44008556339173
100,-1770,94.7750824594147
115,-1770,94.11923017037023
130,-1770,93.4725586020817
145,-1770,92.83510240643716
160,-1770,92.20690096173699
175,-1770,91.58799835124545
190,-1770,90.97844334000216
205,-1770,90.37828934995446
220,-1770,89.78759443347582
235,-1770,89.2064212453387
250,-1770,88.6348370132147
265,-1770,88.07291350677758
280,-1770,87.52072700548793
295,-1770,86.97835826514132
310,-1770,86.4458924832636
325,-1770,85.92341926343974
340,-1770,85.41103257866389
355,-1770,84.90883073380016
370,-1770,84.41691632724473
385,-1770,83.93539621188039
400,-1770,83.46438145541558
415,-1770,83.00398730019975
430,-1770,82.55433312260732
445,-1770,82.11554239208095
460,-1770,81.68774262992564
475,-1770,81.2710653679429
490,-1770,80.86564610699332
505,-1770,80.47162427557458
520,-1770,80.08914318849956
535,-1770,79.71835000575771
550,-1770,79.35939569164027
565,-1770,79.01243497420688
580,-1770,78.67762630516972
595,-1770,78.35513182026696
610,-1770,78.04511730019529
625,-1770,77.74775213216746
640,-1770,77.4632092721577
655,-1770,77.19166520789445
670,-1770,76.93329992265585
685,-1770,76.68829685992037
700,-1770,76.45684288892078
715,-1770,76.23912827114586
730,-1770,76.03534662783075
745,-1770,75.84569490847268
760,-1770,75.67037336040498
775,-1770,75.50958549945848
790,-1770,75.36353808173556
805,-1770,75.232441076518
820,-1770,75.11650764032667
835,-1770,75.01595409214625
850,-1770,74.93099988982557
865,-1770,74.86186760766027
880,-1770,74.80878291516002
895,-1770,74.7719745570008
910,-1770,74.75167433415784
925,-1770,74.74811708621247
940,-1770,74.76154067482275
955,-1770,74.79218596834473
970,-1770,74.84029682758838
985,-1770,74.9061200926896
1000,-1770,74.98990557107683
1015,-1770,75.09185868696147
1030,-1770,75.21198068641644
1045,-1770,75.35021398860049
1060,-1770,75.50648807194739
1075,-1770,75.68071925798235
1090,-1770,75.872810499206
1105,-1770,76.08265117086303
1120,-1770,76.31011686641199
1135,-1770,76.55506919651444
1150,-1770,76.817355591363
1165,-1770,77.09680910616913
1180,-1770,77.3932482296339
1195,-1770,77.70647669522707
1210,-1770,78.03628329510272
1225,-1770,78.3824416964823
1240,-1770,78.74471026033918
1255,-1770,79.12283186222204
1270,-1770,79.51653371505847
1285,-1770,79.92552719378293
1300,-1770,80.34950766163811
1315,-1770,80.7881542980024
1330,-1770,81.24112992759964
1345,-1770,81.70808085095321
1360,-1770,82.1886366759489
1375,-1770,82.68241015037744
1390,-1770,83.1889969953303
1405,-1770,83.70797573932819
1420,-1770,84.23890755306579
1435,-1770,84.78133608466048
1450,-1770,85.3347872952988
1465,-1770,85.89876929517699
1480,-1770,86.47277217963855
1495,-1770,87.05626786541501
1510,-1770,87.64874011128059
1525,-1770,88.24999016067561
1540,-1770,88.86002711289387
1555,-1770,89.47886575033553
1570,-1770,90.10652054404015
1585,-1770,90.7430056490989
1600,-1770,91.38833490064079
1615,-1770,92.04252181037964
1630,-1770,92.70557956370762
1645,-1770,93.37752101732
1660,-1770,94.05835869735604
1675,-1770,94.7481047980395
1690,-1770,95.44677118080236
1705,-1770,96.15436937387459
1720,-1770,96.87091057232264
1735,-1770,97.5964056385189
1750,-1770,98.33086510302431
1765,-1770,99.07429916586592
1780,-1770,99.82671769819143
1795,-1770,100.58813024428215
-500,-1755,128.48810841143313
-485,-1755,127.45901173499088
-470,-1755,126.43912714158282
-455,-1755,125.42845497188765
-440,-1755,124.42699547576942
-425,-1755,123.43474880872351
-410,-1755,122.45171502825919
-395,-1755,121.4778940902198
-380,-1755,120.51328584504337
-365,-1755,119.55789003396494
-350,-1755,118.61170628516336
-335,-1755,117.67473410985497
-320,-1755,116.74697289833682
-305,-1755,115.82842191598233
-290,-1755,114.91908029919328
-275,-1755,114.01894705131014
-260,-1755,113.12802103848612
-245,-1755,112.2463009855279
-230,-1755,111.37378547170698
-215,-1755,110.5104729265474
-200,-1755,109.65636162559302
-185,-1755,108.81144968616061
-170,-1755,107.97573506308325
-155,-1755,107.14921554444997
-140,-1755,106.3318887473474
-125,-1755,105.52375211360942
-110,-1755,104.7248029055812
-95,-1755,103.93503820190467
-80,-1755,103.1544548933317
-65,-1755,102.38304967857279
-50,-1755,101.62081906018837
-35,-1755,100.8677593405307
-20,-1755,100.12386661774427
-5,-1755,99.3891367818331
10,-1755,98.66356554392483
25,-1755,97.94714986330446
40,-1755,97.23989092392765
55,-1755,96.54179476416698
70,-1755,95.85287227515033
85,-1755,95.17313919038808
100,-1755,94.50261607333991
115,-1755,93.84132830295547
130,-1755,93.18930605722652
145,-1755,92.5465842947949
160,-1755,91.91320273466565
175,-1755,91.28920583407874
190,-1755,90.67464276459914
205,-1755,90.06956738648783
220,-1755,89.47403822142223
235,-1755,88.88811842363752
250,-1755,88.31187574956422
265,-1755,87.74538252604161
280,-1755,87.18871561718849
295,-1755,86.6419563900168
310,-1755,86.10519067887529
325,-1755,85.57850874881316
340,-1755,85.06200525795488
355,-1755,84.55577921897958
370,-1755,84.05993395979873
385,-1755,83.57457708352743
400,-1755,83.09982042784472
415,-1755,82.63578002383802
430,-1755,82.18257605442798
445,-1755,81.74033281246743
460,-1755,81.30917865860971
475,-1755,80.88924597903832
490,-1755,80.48067114314985
505,-1755,80.08359446127992
520,-1755,79.69816014255993
535,-1755,79.32451625299015
550,-1755,78.96281467381243
565,-1755,78.61321106026293
580,-1755,78.27586480078246
595,-1755,77.95093897675893
610,-1755,77.63860032287326
625,-1755,77.33901918811664
640,-1755,77.05236949754314
655,-1755,76.77882871481887
670,-1755,76.51857780562422
685,-1755,76.27180120196222
700,-1755,76.03868676742233
715,-1755,75.81942576344468
730,-1755,75.6142128166259
745,-1755,75.4232458871034
760,-1755,75.2467262380517
775,-1755,75.08485840631884
790,-1755,74.93785017422874
805,-1755,74.80591254256973
820,-1755,74.68925970478668
835,-1755,74.58810902238943
850,-1755,74.50268100158709
865,-1755,74.43319927115344
880,-1755,74.37989056152541
895,-1755,74.34298468513276
910,-1755,74.32271451795403
925,-1755,74.31931598228965
940,-1755,74.3330280307413
955,-1755,74.3640926313818
970,-1755,74.41275475409815
985,-1755,74.47926235808711
1000,-1755,74.5638663804799
1015,-1755,74.66677308179764
1030,-1755,74.78798323303208
1045,-1755,74.9274384200899
1060,-1755,75.08506722972378
1075,-1755,75.26078503411753
1090,-1755,75.45449377953028
1105,-1755,75.66608177881052
1120,-1755,75.89542350759211
1135,-1755,76.14237940398455
1150,-1755,76.40679567157254
1165,-1755,76.68850408554106
1180,-1755,76.98732180174457
1195,-1755,77.30305116854196
1210,-1755,77.635479541221
1225,-1755,77.98437909883998
1240,-1755,78.34950666331677
1255,-1755,78.73060352060004
1270,-1755,79.12739524376019
1285,-1755,79.53959151784215
1300,-1755,79.96688596632657
1315,-1755,80.4089559790489
1330,-1755,80.86546254143201
1345,-1755,81.33605006489117
1360,-1755,81.82034621827528
1375,-1755,82.31796176021265
1390,-1755,82.82849037223528
1405,-1755,83.35150849255855
1420,-1755,83.88657515039988
1435,-1755,84.43323180072365
1450,-1755,84.99100215930461
1465,-1755,85.55939203800715
1480,-1755,86.1378891801824
1495,-1755,86.72596309608957
1510,-1755,87.32309523169
1525,-1755,87.92908610989667
1540,-1755,88.54394513107007
1555,-1755,89.16768739395661
1570,-1755,89.80032767156081
1585,-1755,90.44188040661832
1600,-1755,91.09235970766697
1615,-1755,91.75177934570124
1630,-1755,92.42015275139468
1645,-1755,93.09749301287442
1660,-1755,93.78381287403057
1675,-1755,94.47912473334375
1690,-1755,95.18344064321238
1705,-1755,95.89677230976206
1720,-1755,96.61913109311796
1735,-1755,97.35052800812188
1750,-1755,98.09097372547456
1765,-1755,98.84047857328402
1780,-1755,99.5990525390011
1795,-1755,100.3667052717224
-500,-1740,128.51051343921944
-485,-1740,127.47250597100687
-470,-1740,126.44379355466138
-455,-1740,125.42437662423342
-440,-1740,124.41425552269187
-425,-1740,123.41343049826982
-410,-1740,122.42190170074186
-395,-1740,121.43966917763561
-380,-1740,120.46673287037815
-365,-1740,119.50309261038025
-350,-1740,118.54874811506022
-335,-1740,117.60369898381012
-320,-1740,116.66794469390682
-305,-1740,115.74148459637118
-290,-1740,114.82431791177821
-275,-1740,113.91644372602197
-260,-1740,113.01786098603876
-245,-1740,112.12856849549283
-230,-1740,111.24856491042834
-215,-1740,110.3778487348928
-200,-1740,109.5164183165363
-185,-1740,108.66427184219178
-170,-1740,107.82140733344178
-155,-1740,106.98782264217729
-140,-1740,106.16351544615462
-125,-1740,105.34848324455666
-110,-1740,104.54272335356495
-95,-1740,103.7462329019496
-80,-1740,102.95900882668386
-65,-1740,102.18104786859116
-50,-1740,101.41234656803226
-35,-1740,100.65290126063996
-20,-1740,99.9027080731107
-5,-1740,99.16176291906051
10,-1740,98.43006152836244
25,-1740,97.70760088629946
40,-1740,96.99438223554083
55,-1740,96.29041171108672
70,-1740,95.59570033832273
85,-1740,94.91026402224868
100,-1740,94.23412353459156
115,-1740,93.56730449883744
130,-1740,92.90983737322274
145,-1740,92.26175743173013
160,-1740,91.6231047431409
175,-1740,90.99392414820014
190,-1740,90.37426523495597
205,-1740,89.76418231233956
220,-1740,89.16373438205585
235,-1740,88.57298510886082
250,-1740,87.99200278930348
265,-1740,87.42086031901509
280,-1740,86.85963515863155
295,-1740,86.30840929843724
310,-1740,85.76726922182166
325,-1740,85.23630586764234
340,-1740,84.715614591589
355,-1740,84.2052951266462
370,-1740,83.705451542752
385,-1740,83.21619220575175
400,-1740,82.73762973574597
415,-1740,82.26988096493164
430,-1740,81.81306689503609
445,-1740,81.36731265444143
460,-1740,80.93274745509804
475,-1740,80.50950454932209
490,-1740,80.0977211865729
505,-1740,79.6975385703026
520,-1740,79.30910181496876
535,-1740,78.93255990329877
550,-1740,78.56806564389156
565,-1740,78.21577562923966
580,-1740,77.87585019425154
595,-1740,77.54845337535083
610,-1740,77.23375287022573
625,-1740,76.93191999829807
640,-1740,76.64312966197821
655,-1740,76.36756030876748
670,-1740,76.1053938942664
685,-1740,75.85681584614282
700,-1740,75.62201502910959
715,-1740,75.40118371095775
730,-1740,75.19451752968665
745,-1740,75.00221546176822
760,-1740,74.82447979157844
775,-1740,74.66151608202507
790,-1740,74.51353314639567
805,-1740,74.3807430214469
820,-1740,74.26336094175115
835,-1740,74.16160531531264
850,-1740,74.07569770046146
865,-1740,74.00586278402979
880,-1740,73.95232836081077
895,-1740,73.91532531429718
910,-1740,73.89508759869274
925,-1740,73.89185222218627
940,-1740,73.90585923147502
955,-1740,73.93735169752019
970,-1740,73.98657570251547
985,-1740,74.0537803280452
1000,-1740,74.13921764440742
1015,-1740,74.24309474878369
1030,-1740,74.36541192354795
1045,-1740,74.50610990457088
1060,-1740,74.66511637020656
1075,-1740,74.84234572668537
1090,-1740,75.03769889755408
1105,-1740,75.25106311696882
1120,-1740,75.48231172664708
1135,-1740,75.7313039762863
1150,-1740,75.99788482725893
1165,-1740,76.28188475939541
1180,-1740,76.58311958066946
1195,-1740,76.90139023960285
1210,-1740,77.23648264020966
1225,-1740,77.58816745930383
1240,-1740,77.95619996599713
1255,-1740,78.34031984321854
1270,-1740,78.74025101109007
1285,-1740,79.15570145199867
1300,-1740,79.58636303720728
1315,-1740,80.03191135485353
1330,-1740,80.49200553918888
1345,-1740,80.96628810091553
1360,-1740,81.45438475848319
1375,-1740,81.95590427021335
1390,-1740,82.47043826712262
1405,-1740,82.99756108632222
1420,-1740,83.53682960487609
1435,-1740,84.08778307400395
1450,-1740,84.6499429535216
1465,-1740,85.22281274641554
1480,-1740,85.80587783345368
1495,-1740,86.39860530773882
1510,-1740,87.00047429252363
1525,-1740,87.6112845902687
1540,-1740,88.2310459084239
1555,-1740,88.85977366764239
1570,-1740,89.4974829478175
1585,-1740,90.14418848363057
1600,-1740,90.79990466072171
1615,-1740,91.46464551246757
1630,-1740,92.13842471734927
1645,-1740,92.82125559689362
1660,-1740,93.51315111416912
1675,-1740,94.21412387281852
1690,-1740,94.92418611660867
1705,-1740,95.64334972947846
1720,-1740,96.37162623606473
1735,-1740,97.10902680268633
1750,-1740,97.855562238766
1765,-1740,98.61124299866951
1780,-1740,99.3760791839421
1795,-1740,100.15008054592107
-500,-1725,128.54219792381775
-485,-1725,127.49512051756223
-470,-1725,126.45742256659824
-455,-1725,125.4291046020569
-440,-1725,124.41016706379243
-425,-1725,123.40061029662581
-410,-1725,122.400434546516
-395,-1725,121.40963995666002
-380,-1725,120.42822656352374
-365,-1725,119.45619429280548
-350,-1725,118.4935429553343
-335,-1725,117.54027224290614
-320,-1725,116.59638172405951
-305,-1725,115.66187083979487
-290,-1725,114.73673889923978
-275,-1725,113.82098507526402
-260,-1725,112.91460840004832
-245,-1725,112.01760776061032
-230,-1725,111.12998189429274
-215,-1725,110.25172938421755
-200,-1725,109.38284865471182
-185,-1725,108.52333796670978
-170,-1725,107.67319541313712
-155,-1725,106.83241891428277
-140,-1725,106.00100621316469
-125,-1725,105.17895487089608
-110,-1725,104.36626226205823
-95,-1725,103.56292557008778
-80,-1725,102.76894178268496
-65,-1725,101.98430768725115
-50,-1725,101.20901986636319
-35,-1725,100.44307469329317
-20,-1725,99.68646832758164
-5,-1725,98.93919671067384
10,-1725,98.20125559532539
25,-1725,97.47264199707972
40,-1725,96.75335722214349
55,-1725,96.04340750761268
70,-1725,95.34280401922935
85,-1725,94.65156284019501
100,-1725,93.96970495781069
115,-1725,93.29725624797916
130,-1725,92.63424745761154
145,-1725,91.98071418498654
160,-1725,91.33669685811505
175,-1725,90.70224071117003
190,-1725,90.07739575904519
205,-1725,89.46221677011175
220,-1725,88.85676323724736
235,-1725,88.26109934721508
250,-1725,87.6752939484747
265,-1725,87.09942051751253
280,-1725,86.53355712377873
295,-1725,85.97778639332498
310,-1725,85.43219547123681
325,-1725,84.89687598295886
340,-1725,84.37192399461138
355,-1725,83.85743997239939
370,-1725,83.35352874121615
385,-1725,82.86029944254362
400,-1725,82.37786549175317
415,-1725,81.90634453490972
430,-1725,81.44585840518191
445,-1725,80.99653307896051
460,-1725,80.55849863178663
475,-1725,80.13188919418883
490,-1725,79.71684290752769
505,-1725,79.31350187994416
520,-1725,78.92201214250463
535,-1725,78.54252360563554
550,-1725,78.17519001593479
565,-1725,77.82016891344608
580,-1725,77.47762158947857
595,-1725,77.14771304505024
610,-1725,76.8306119500308
625,-1725,76.52649060305502
640,-1725,76.2355248922743
655,-1725,75.95789425700963
670,-1725,75.69378165036576
685,-1725,75.44337350286085
700,-1725,75.20685968712282
715,-1725,74.9844334836985
730,-1725,74.77629154801755
745,-1725,74.58263387854838
760,-1725,74.40366378617945
775,-1725,74.23958786485439
790,-1725,74.09061596348478
805,-1725,73.9569611591613
820,-1725,73.83883973167782
835,-1725,73.7364711393806
850,-1725,73.65007799634921
865,-1725,73.57988605091278
880,-1725,73.52612416550026
895,-1725,73.48902429782063
910,-1725,73.46882148336427
925,-1725,73.4657538192136
940,-1725,73.48006244914801
955,-1725,73.51199155002372
970,-1725,73.56178831940744
985,-1725,73.62970296443834
1000,-1725,73.7159886918913
1015,-1725,73.82085343577401
1030,-1725,73.94429697597002
1045,-1725,74.08625918117673
1060,-1725,74.24666680430215
1075,-1725,74.42543326870467
1090,-1725,74.62245845846573
1105,-1725,74.83762851249503
1120,-1725,75.07081562226902
1135,-1725,75.32187783300492
1150,-1725,75.59065884807495
1165,-1725,75.87698783646805
1180,-1725,76.18067924310796
1195,-1725,76.50153260184184
1210,-1725,76.83933235091439
1225,-1725,77.19384765074817
1240,-1725,77.56483220385347
1255,-1725,77.95202407669598
1270,-1725,78.35514552335376
1285,-1725,78.77390281080058
1300,-1725,79.20798604565682
1315,-1725,79.65706900225351
1330,-1725,80.1208089518605
1345,-1725,80.59884649293456
1360,-1725,81.0908053822479
1375,-1725,81.59629236676314
1390,-1725,82.11489701612562
1405,-1725,82.64619155564925
1420,-1725,83.1897306996769
1435,-1725,83.74505148520225
1450,-1725,84.3116731056445
1465,-1725,84.88909674467281
1480,-1725,85.47680540998243
1495,-1725,86.07426376692968
1510,-1725,86.68094860624461
1525,-1725,87.29665901005005
1540,-1725,87.92140499890363
1555,-1725,88.55520232089248
1570,-1725,89.19806636766153
1585,-1725,89.8500121700516
1600,-1725,90.51105439438614
1615,-1725,91.18120733938902
1630,-1725,91.86048493371618
1645,-1725,92.54890073408181
1660,-1725,93.24646792396008
1675,-1725,93.9531993128424
1690,-1725,94.66910733602988
1705,-1725,95.3942040549401
1720,-1725,96.1285011579074
1735,-1725,96.87200996145471
1750,-1725,97.62474141201618
1765,-1725,98.38670608808809
1780,-1725,99.15791420278747
1795,-1725,99.93837560679546
-500,-1710,128.58340718725293
-485,-1710,127.52709642439513
-470,-1710,126.48025099042611
-455,-1710,125.44287151736984
-440,-1710,124.41495854585392
-425,-1710,123.39651252125049
-410,-1710,122.38753378973911
-395,-1710,121.388022594294
-380,-1710,120.39797907059682
-365,-1710,119.41740324287763
-350,-1710,118.44629501968495
-335,-1710,117.48465418958908
-320,-1710,116.53248041681957
-305,-1710,115.58977323684115
-290,-1710,114.65653205187074
-275,-1710,113.73275612633871
-260,-1710,112.818444582299
-245,-1710,111.91359639479126
-230,-1710,111.0182103871599
-215,-1710,110.13228522633469
-200,-1710,109.25581941807741
-185,-1710,108.38881130220038
-170,-1710,107.53125904776212
-155,-1710,106.68316064824593
-140,-1710,105.84451391672826
-125,-1710,105.0153164810424
-110,-1710,104.19556577894552
-95,-1710,103.38525905329526
-80,-1710,102.584393347244
-65,-1710,101.79296549945875
-50,-1710,101.0109721393742
-35,-1710,100.23840968248842
-20,-1710,99.4752743257091
-5,-1710,98.72156204276014
10,-1710,97.97726861365139
