"a","b","d_m"
220,-1770,100.60925934331426
235,-1770,99.90767108312185
250,-1770,99.21573623961734
265,-1770,98.53337430426252
280,-1770,97.86075640149159
295,-1770,97.19783159806938
310,-1770,96.54474948616154
325,-1770,95.90149687524098
340,-1770,95.26819353094949
355,-1770,94.64487196843496
370,-1770,94.0316140308306
385,-1770,93.42850568827659
400,-1770,92.83558297458349
415,-1770,92.25299284231892
430,-1770,91.68071784828935
445,-1770,91.11897322580175
460,-1770,90.56768061509831
475,-1770,90.0271305931656
490,-1770,89.49717668023325
505,-1770,88.97819161927457
520,-1770,88.46995385014843
535,-1770,87.97292485919726
550,-1770,87.4868012946009
565,-1770,87.01213971518666
580,-1770,86.54854852014164
595,-1770,86.09668541920479
610,-1770,85.65606436319449
625,-1770,85.22745003895785
640,-1770,84.8102560104691
655,-1770,84.40535951495339
670,-1770,84.01206805397264
685,-1770,83.63137673557306
700,-1770,83.2624815873326
715,-1770,82.90650065658382
730,-1770,82.56251334955324
745,-1770,82.23176547089325
760,-1770,81.91321492168812
775,-1770,81.60823983370211
790,-1770,81.31567198124768
805,-1770,81.03702614753198
820,-1770,80.77100361847478
835,-1770,80.51925991090951
850,-1770,80.28036171791575
865,-1770,80.05610913378443
880,-1770,79.84493040801462
895,-1770,79.6487738220529
910,-1770,79.46592558074602
925,-1770,79.29848553285484
940,-1770,79.1445944826112
955,-1770,79.00650700162338
970,-1770,78.8822153776326
985,-1770,78.7741318411882
1000,-1770,78.68009728231891
1015,-1770,78.60268431258086
1030,-1770,78.53957977192951
1045,-1770,78.4935191665586
1060,-1770,78.46203285675084
1075,-1770,78.44802155426518
1090,-1770,78.44885692651286
1105,-1770,78.46760700487584
1120,-1770,78.50148276052244
1135,-1770,78.55372146754311
1150,-1770,78.62137160057597
1165,-1770,78.70784141446534
1180,-1770,78.81001528324231
1195,-1770,78.93147400144545
1210,-1770,79.0689364276706
1225,-1770,79.22616180645991
1240,-1770,79.3997041539244
1255,-1770,79.59348730543473
1270,-1770,79.80389557130172
1285,-1770,80.03503502133647
1300,-1770,80.28312127119287
1315,-1770,80.55243749257372
1330,-1770,80.83902987841644
1345,-1770,81.14735945324466
1360,-1770,81.47330241347312
1375,-1770,81.82149824271545
1390,-1770,82.18765271447455
1405,-1770,82.57658423846128
1420,-1770,82.98382787956822
1435,-1770,83.41438130662162
1450,-1770,83.86360872429884
1465,-1770,84.33668726471168
1480,-1770,84.82881024835994
1495,-1770,85.34533435097244
1510,-1770,85.8812821062605
1525,-1770,86.42583859773077
1540,-1770,86.979025825914
1555,-1770,87.54086546509994
1570,-1770,88.1113788513906
1585,-1770,88.69058697153314
1600,-1770,89.27851045253036
1615,-1770,89.8751695520217
1630,-1770,90.4805841494296
1645,-1770,91.09477373786119
1660,-1770,91.71775741675782
1675,-1770,92.3495538852787
1690,-1770,92.99018143640846
1705,-1770,93.63965795177377
1720,-1770,94.29800089715496
1735,-1770,94.96522731867657
1750,-1770,95.6413538396601
1765,-1770,96.32639665812232
1780,-1770,97.02037154489909
1795,-1770,97.72329384237749
-500,-1755,145.3784394817573
-485,-1755,144.22089456328175
-470,-1755,143.0727136237967
-455,-1755,141.93389711321066
-440,-1755,140.80444542348627
-425,-1755,139.68435888528518
-410,-1755,138.57363776452922
-395,-1755,137.47228225888065
-380,-1755,136.38029249413987
-365,-1755,135.29766852056125
-350,-1755,134.22441030908854
-335,-1755,133.16051774750895
-320,-1755,132.10599063652828
-305,-1755,131.06082868576655
-290,-1755,130.02503150967726
-275,-1755,128.9985986233887
-260,-1755,127.98152943847177
-245,-1755,126.97382325863427
-230,-1755,125.9754792753433
-215,-1755,124.98649656337959
-200,-1755,124.00687407632356
-185,-1755,123.0366106419782
-170,-1755,122.07570495772876
-155,-1755,121.1241555858452
-140,-1755,120.18196094872714
-125,-1755,119.24911932409843
-110,-1755,118.32562884015078
-95,-1755,117.41148747064517
-80,-1755,116.50669302996984
-65,-1755,115.61124316816432
-50,-1755,114.72513536591008
-35,-1755,113.84836692949568
-20,-1755,112.98093498575864
-5,-1755,112.12283647701324
10,-1755,111.27406850604093
25,-1755,110.4346287982378
40,-1755,109.60451299325712
55,-1755,108.78372206963311
70,-1755,107.97225330024692
85,-1755,107.17011974879098
100,-1755,106.3773669917519
115,-1755,105.59394310109785
130,-1755,104.81997904501131
145,-1755,104.05536459369776
160,-1755,103.30026743680035
175,-1755,102.55457339106039
190,-1755,101.81846261341093
205,-1755,101.09182591120853
220,-1755,100.37484687409844
235,-1755,99.66743008261709
250,-1755,98.96975367368842
265,-1755,98.28174460898751
280,-1755,97.60356685086587
295,-1755,96.93517816326413
310,-1755,96.27671978940288
325,-1755,95.62818851847456
340,-1755,94.9896945202087
355,-1755,94.36128162354932
370,-1755,93.7430207726077
385,-1755,93.13501063273789
400,-1755,92.53727498364862
415,-1755,91.94997489758181
430,-1755,91.37307927453591
445,-1755,90.80681893062595
460,-1755,90.25110040343465
475,-1755,89.7062313501572
490,-1755,89.1720487039503
505,-1755,88.64894381525103
520,-1755,88.13667701851807
535,-1755,87.63572996028387
550,-1755,87.14577963576575
565,-1755,86.6674043378503
580,-1755,86.20019124064247
595,-1755,85.74482137870667
610,-1755,85.30078588574575
625,-1755,84.86887437695847
640,-1755,84.44847599183609
655,-1755,84.04049450823295
670,-1755,83.644211385017
685,-1755,83.26064988803273
700,-1755,82.88897837748388
715,-1755,82.53034467686676
730,-1755,82.18379889812232
745,-1755,81.8506182381125
760,-1755,81.52972967857399
775,-1755,81.22254435388066
790,-1755,80.92786149969204
805,-1755,80.64723050345107
820,-1755,80.37931850259545
835,-1755,80.12581720812416
850,-1755,79.88525756780182
865,-1755,79.65947744560295
880,-1755,79.44686776518678
895,-1755,79.24941613628627
910,-1755,79.0653698767873
925,-1755,78.89686970312948
940,-1755,78.74201599374388
955,-1755,78.60310570601183
970,-1755,78.47808918796912
985,-1755,78.36942255085147
1000,-1755,78.27490325844335
1015,-1755,78.19714927303468
1030,-1755,78.13380255137275
1045,-1755,78.08764539407304
1060,-1755,78.05616185281012
1075,-1755,78.04230084978398
1090,-1755,78.04338635173512
1105,-1755,78.06253598770301
1120,-1755,78.09691167102199
1135,-1755,78.14980163088624
1150,-1755,78.21820396319194
1165,-1755,78.30557920475124
1180,-1755,78.40876006735905
1195,-1755,78.53138092313802
1210,-1755,78.67010772333239
1225,-1755,78.82875034615374
1240,-1755,79.00381724337481
1255,-1755,79.19928398916635
1270,-1755,79.41147961444037
1285,-1755,79.64456746135744
1300,-1755,79.89470674019176
1315,-1755,80.16623906151251
1330,-1755,80.4551531273829
1345,-1755,80.76596953495277
1360,-1755,81.0945059448853
1375,-1755,81.44546251441288
1390,-1755,81.81448547701648
1405,-1755,82.20645498431536
1420,-1755,82.61684559737591
1435,-1755,83.05071776264856
1450,-1755,83.50337425738302
1465,-1755,83.98005599464511
1480,-1755,84.47589398373081
1495,-1755,84.99630965250428
1510,-1755,85.53626237904186
1525,-1755,86.08490311019399
1540,-1755,86.64225439306573
1555,-1755,87.20833843121683
1570,-1755,87.78317707249153
1585,-1755,88.36679179766566
1600,-1755,88.9592037099088
1615,-1755,89.56043352505247
1630,-1755,90.17050156265975
1645,-1755,90.78942773788413
1660,-1755,91.41723155410936
1675,-1755,92.05393209635596
1690,-1755,92.69954802544292
1705,-1755,93.35409757288717
1720,-1755,94.01759853652827
1735,-1755,94.69006827685783
1750,-1755,95.37152371403897
1765,-1755,96.06198132559382
1780,-1755,96.76145714474201
1795,-1755,97.469966759368
-500,-1740,145.53728832705843
-485,-1740,144.36961254644038
-470,-1740,143.21138585887857
-455,-1740,142.06260879946566
-440,-1740,140.92328184631853
-425,-1740,139.79340541715428
-410,-1740,138.67297986578293
-395,-1740,137.5620054785111
-380,-1740,136.4604824704619
-365,-1740,135.3684109818073
-350,-1740,134.28579107391633
-335,-1740,133.21262272541736
-320,-1740,132.1489058281776
-305,-1740,131.0946401831973
-290,-1740,130.04982549642443
-275,-1740,129.0144613744857
-260,-1740,127.98854732034015
-245,-1740,126.97208272885348
-230,-1740,125.965066882297
-215,-1740,124.96749894577204
-200,-1740,123.97937796256272
-185,-1740,123.00070284941955
-170,-1740,122.03147239177541
-155,-1740,121.07168523889885
-140,-1740,120.12133989898615
-125,-1740,119.1804347341955
-110,-1740,118.24896795562884
-95,-1740,117.32693761826278
-80,-1740,116.41434161583486
-65,-1740,115.51117767568756
-50,-1740,114.61744335357699
-35,-1740,113.73313602844937
-20,-1740,112.85825289719132
-5,-1740,111.99279096935933
10,-1740,111.13674739292627
25,-1740,110.29011997695515
40,-1740,109.45290446504205
55,-1740,108.62510178536216
70,-1740,107.80671020070203
85,-1740,106.99774134753729
100,-1740,106.19824335252851
115,-1740,105.40816314844126
130,-1740,104.62763060110915
145,-1740,103.85653869653247
160,-1740,103.09505202915639
175,-1740,102.34306060748034
190,-1740,101.60074057435298
205,-1740,100.86798797553293
220,-1740,100.14498139330516
235,-1740,99.43163176070851
250,-1740,98.7281111425309
265,-1740,98.03435403099336
280,-1740,97.35051718326984
295,-1740,96.67656713206549
310,-1740,96.01263671766486
325,-1740,95.3587327924318
340,-1740,94.71495586451634
355,-1740,94.08136117245952
370,-1740,93.45800868334655
385,-1740,92.8450098662599
400,-1740,92.24237615592487
415,-1740,91.65028286573032
430,-1740,91.06868513469198
445,-1740,90.49782949628755
460,-1740,89.93760726768355
475,-1740,89.38834333392671
490,-1740,88.84985790959747
505,-1740,88.32256111322299
520,-1740,87.80619502857003
535,-1740,87.30126163575771
550,-1740,86.80741811804019
565,-1740,86.3252646882158
580,-1740,85.85436712279117
595,-1740,85.39542997905787
610,-1740,84.94792138787477
625,-1740,84.51265610224908
640,-1740,84.08899863865574
655,-1740,83.67787953601879
670,-1740,83.27855399967697
685,-1740,82.89207368405611
700,-1740,82.51757905944103
715,-1740,82.15624796591648
730,-1740,81.80710098755507
745,-1740,81.47144696274218
760,-1740,81.14818170999027
775,-1740,80.83874962369089
790,-1740,80.54191714748673
805,-1740,80.25926853773103
820,-1740,79.98943652138951
835,-1740,79.73414927471424
850,-1740,79.49190173044576
865,-1740,79.26456979887412
880,-1740,79.0505068013344
895,-1740,78.85173995714358
910,-1740,78.66647741494188
925,-1740,78.4969010439311
940,-1740,78.34107050965127
955,-1740,78.20132544325351
970,-1740,78.07557396218161
985,-1740,77.96631634840583
1000,-1740,77.87130634580123
1015,-1740,77.79320755864694
1030,-1740,77.72961676505687
1045,-1740,77.68336335170976
1060,-1740,77.65188476550078
1075,-1740,77.63817843030503
1090,-1740,77.63952031627792
1105,-1740,77.65907794018116
1120,-1740,77.69396386284608
1135,-1740,77.74751755673763
1150,-1740,77.81668644655612
1165,-1740,77.90498363666026
1180,-1740,78.00918988731422
1195,-1740,78.13299343056428
1210,-1740,78.27300702508659
1225,-1740,78.4330953521965
1240,-1740,78.60970934415906
1255,-1740,78.80688826988255
1270,-1740,79.02090170874216
1285,-1740,79.2559705443749
1300,-1740,79.50819731388745
1315,-1740,79.78198233041014
1330,-1740,80.07325654476658
1345,-1740,80.38660038455147
1360,-1740,80.717772722476
1375,-1740,81.07153464092967
1390,-1740,81.4434725900383
1405,-1740,81.83852870822263
1420,-1740,82.2521168189167
1435,-1740,82.68936038411584
1450,-1740,83.14550052997944
1465,-1740,83.62584218118388
1480,-1740,84.12545382287604
1495,-1740,84.64982185818856
1510,-1740,85.1938423078639
1525,-1740,85.7466316778768
1540,-1740,86.30821307587993
1555,-1740,86.87860924781525
1570,-1740,87.45784256552203
1585,-1740,88.04593501520357
1600,-1740,88.6429081867458
1615,-1740,89.24878326388179
1630,-1740,89.86358101519293
1645,-1740,90.48732178593701
1660,-1740,91.12002549069
1675,-1740,91.76171160679063
1690,-1740,92.41239916856937
1705,-1740,93.07210676234985
1720,-1740,93.74085252220186
1735,-1740,94.41865412643034
1750,-1740,95.10552879477876
1765,-1740,95.80149328632882
1780,-1740,96.50656389807294
1795,-1740,97.22075646413992
-500,-1725,145.70783708012377
-485,-1725,144.5298478662465
-470,-1725,143.36139433529846
-455,-1725,142.20247711002708
-440,-1725,141.05309675727213
-425,-1725,139.91325378447445
-410,-1725,138.78294863609838
-395,-1725,137.6621816899601
-380,-1725,136.550953253469
-365,-1725,135.44926355977577
-350,-1725,134.35711276383367
-335,-1725,133.27450093836777
-320,-1725,132.20142806975727
-305,-1725,131.13789405382892
-290,-1725,130.08389869156397
-275,-1725,129.03944168471872
-260,-1725,128.0045226313616
-245,-1725,126.97914102132592
-230,-1725,125.96329623158313
-215,-1725,124.95698752153531
-200,-1725,123.96021402823196
-185,-1725,122.97297476151107
-170,-1725,121.9952685990695
-155,-1725,121.0270942814629
-140,-1725,120.06845040704125
-125,-1725,119.11933542682036
-110,-1725,118.17974763929595
-95,-1725,117.24968518520153
-80,-1725,116.32914604221658
-65,-1725,115.41812801962756
-50,-1725,114.51662875294822
-35,-1725,113.62464569850216
-20,-1725,112.74217612797625
-5,-1725,111.86921712294567
10,-1725,111.00576588159306
25,-1725,110.15182030074017
40,-1725,109.30737623354437
55,-1725,108.47243456026463
70,-1725,107.64699455250951
85,-1725,106.83106640703794
100,-1725,106.02470083290916
115,-1725,105.22784361460361
130,-1725,104.44062352055437
145,-1725,103.66293677691012
160,-1725,102.89494487335877
175,-1725,102.13654204242798
190,-1725,101.38790039642437
205,-1725,100.6489212607576
220,-1725,99.91977818579038
235,-1725,99.20038850825242
250,-1725,98.4909181870128
265,-1725,97.79130930681605
280,-1725,97.1017113756383
295,-1725,96.42209976844899
310,-1725,95.7525988674312
325,-1725,95.09322567375301
340,-1725,94.44407096688349
355,-1725,93.80520149321386
370,-1725,93.17666616309563
385,-1725,92.5585893605748
400,-1725,91.95097008253661
415,-1725,91.35399800796925
430,-1725,90.76761440848699
445,-1725,90.19208167271071
460,-1725,89.62727577712621
475,-1725,89.07353898573221
490,-1725,88.53067466026724
505,-1725,87.99911185164395
520,-1725,87.4785742446435
535,-1725,86.9695843302268
550,-1725,86.47177931745749
565,-1725,85.98578152892274
580,-1725,85.51113516758427
595,-1725,85.04856851552408
610,-1725,84.59752651141815
625,-1725,84.15884925980916
640,-1725,83.731876451857
655,-1725,83.31756561234386
670,-1725,82.91514547835098
685,-1725,82.52569632806419
700,-1725,82.14833051531129
715,-1725,81.78425614160174
730,-1725,81.4324640254935
745,-1725,81.09429490060552
760,-1725,80.76861317424486
775,-1725,80.4568967625791
790,-1725,80.15787905975546
805,-1725,79.8731794599851
820,-1725,79.60139601367656
835,-1725,79.34429363759014
850,-1725,79.1003309756873
865,-1725,78.87142226523797
880,-1725,78.65588294480249
895,-1725,78.45578012845054
910,-1725,78.26928250943143
925,-1725,78.09861339847933
940,-1725,77.94179145742571
955,-1725,77.8011992826656
970,-1725,77.67470246659713
985,-1725,77.56484575522114
1000,-1725,77.46933887545464
1015,-1725,77.39089136782174
1030,-1725,77.32705453320031
1045,-1725,77.28070513871153
1060,-1725,77.2492337273486
1075,-1725,77.23568651835699
1090,-1725,77.2372911866886
1105,-1725,77.25726542906446
1120,-1725,77.2926721567047
1135,-1725,77.34690237538868
1150,-1725,77.41685254400646
1165,-1725,77.5060886216171
1180,-1725,77.61133912579443
1195,-1725,77.73634643211616
1210,-1725,77.87766981991653
1225,-1725,78.03922936987264
1240,-1725,78.21741726237968
1255,-1725,78.41633769218811
1270,-1725,78.63220018967489
1285,-1725,78.86928344942858
1300,-1725,79.12363306703071
1315,-1725,79.39970832191605
1330,-1725,79.69338215307825
1345,-1725,80.00929507613019
1360,-1725,80.34314692375672
1375,-1725,80.6997599545118
1390,-1725,81.07466059231459
1405,-1725,81.47285320647246
1420,-1725,81.88969064982183
1435,-1725,82.33035963674921
1450,-1725,82.79003941986359
1465,-1725,83.2740991647789
1480,-1725,83.77754462111194
1495,-1725,84.30592738882592
1510,-1725,84.85407993155614
1525,-1725,85.41108401056775
1540,-1725,85.97696330834181
1555,-1725,86.55174112657835
1570,-1725,87.1354403735863
1585,-1725,87.7280835525744
1600,-1725,88.3296927508337
1615,-1725,88.94028962980705
1630,-1725,89.55989541603287
1645,-1725,90.18853089295379
1660,-1725,90.82621639357528
1675,-1725,91.47297179396193
1690,-1725,92.12881650755254
1705,-1725,92.79376948027883
1720,-1725,93.4678491864677
1735,-1725,94.15107362550886
1750,-1725,94.84346031926427
1765,-1725,95.54502631020054
1780,-1725,96.25578816021941
1795,-1725,96.97576195016438
-500,-1710,145.89039778650127
-485,-1710,144.70190764483053
-470,-1710,143.52304128919585
-455,-1710,142.35379943249382
-440,-1710,141.19418273288412
-425,-1710,140.04419179023233
-410,-1710,138.90382714246107
-395,-1710,137.77308926180385
-380,-1710,136.65197855096704
-365,-1710,135.54049533919468
-350,-1710,134.43863987824034
-335,-1710,133.34641233824422
-320,-1710,132.26381280351768
-305,-1710,131.19084126823282
-290,-1710,130.12749763202322
-275,-1710,129.07378169549042
-260,-1710,128.02969315562436
-245,-1710,126.9952316011321
-230,-1710,125.97039650768322
-215,-1710,124.95518723306853
-200,-1710,123.94960301227809
-185,-1710,122.95364295249756
-170,-1710,121.96730602802901
-155,-1710,120.99059107513543
-140,-1710,120.02349678681527
-125,-1710,119.06602170750794
-110,-1710,118.11816422773592
-95,-1710,117.17992257868548
-80,-1710,116.25129482673205
-65,-1710,115.33227886791308
-50,-1710,114.42287242235489
-35,-1710,113.52307302865681
-20,-1710,112.63287803823958
-5,-1710,111.75228460966238
10,-1710,110.88128999653647
